index,category,clean_skills
1213,Engineering,"['Continuous Improvement', 'Product Development', 'Project Management']"
1214,Automobile,['']
1215,Banking,"['Banking', 'Credit', 'Credit Analysis']"
1216,Engineering,"['Piping', 'AutoCAD', 'Petrochemical']"
1217,Automobile,['']
1218,Banking,"['MIS', 'Financial Analysis', 'Financial Reporting']"
1219,Engineering,"['Engineering', 'AutoCAD', 'Electrical Engineering']"
1220,Automobile,"['Procurement', 'Supply Chain Management', 'Six Sigma']"
1221,Banking,"['Trade Finance', 'Banking', 'Commercial Banking', 'Foreign Exchange', 'Core Banking']"
1222,Engineering,['']
1223,Automobile,['']
1224,Banking,"['Banking', 'Credit', 'Risk Management']"
1225,Engineering,"['Microsoft Project', 'AutoCAD', 'CATIA']"
1226,Automobile,['']
1227,Banking,"['Marketing', 'Banking', 'Insurance', 'Risk Management', 'Business Analysis', 'Underwriting', 'Portfolio Management', 'Business Development', 'Loans', 'Credit', 'Retail Banking', 'Life Insurance', 'General Insurance', 'Investments', 'Commercial Banking', 'Management Information Systems \\(MIS\\)', 'MIS', 'Relationship Management', 'Management', 'Sales Team Management Channel Marketing Manager Channel Sales Manager BankTeller', 'Area Sales Manager ,Business Banking ,Sales ,Claims Management ,Claims Processin']"
1228,Engineering,['']
1229,Automobile,"['Unix', 'Data Warehousing', 'Informatica']"
1230,Banking,"['Banking', 'Risk Management', 'Corporate Finance', 'Credit Risk', 'Regulatory Affairs', 'Human Resources ', 'Retail Banking', 'Commercial Banking', 'Branch Banking', 'Management', 'industrial relations', 'SME ', 'Banking Law', 'Core Banking Implementation', 'Senior Professional in Human Resources \\(SPHR\\)']"
1231,Engineering,"['Purchasing', 'Materials Management', 'SAP MM Module']"
1232,Automobile,['']
1233,Banking,['']
1234,Engineering,['']
1235,Automobile,['']
1236,Banking,"['Banking', 'Trade Finance', 'Loans']"
1237,Engineering,"['C', 'Manufacturing', 'Microsoft Office']"
1238,Automobile,['']
1239,Banking,"['Banking', 'Finance', 'Credit Risk']"
1240,Engineering,"['Management', 'Risk Assessment', 'Safety Management Systems']"
1241,Automobile,['']
1242,Banking,"['Banking', 'Relationship Management', 'Business Development', 'Insurance', 'Strategy', 'Finance', 'Financial Services', 'Business Strategy', 'Project Management', 'Risk Management', 'Business Analysis', 'Budgets', 'Performance Management', 'Business Planning', 'Portfolio Management', 'Operations Management', 'Auditing', 'Financial Accounting', 'Budget', 'Financial Risk', 'Key Account Management', 'Management Consulting', 'MIS', 'Team Management', 'Management', 'Training', 'Customer Service', 'Team Building', 'Organizational Leadership', 'Transaction Processing']"
1243,Engineering,"['C', 'Manufacturing', 'Microsoft Office']"
1244,Automobile,"['Photography', 'Portrait Photography', 'Magazines', 'Photos', 'Fashion Photography', 'Digital Photography', 'Fine Art Photography', 'Travel Photography', 'Commercial Photography', 'Portraits', 'Studio Lighting', 'Image Editing', 'Wedding Photography', 'Weddings', 'Headshots', 'Lightroom', 'Microsoft Office', 'Adobe Creative Suite', 'Architectural Photography', 'Food Photography']"
1245,Banking,"['Teaching', 'Microsoft Office', 'Research']"
1246,Engineering,"['Engineering', 'Project Engineering', 'AutoCAD']"
1247,Automobile,['']
1248,Banking,"['Management', 'Team Management', 'Microsoft Office']"
1249,Engineering,"['Algorithms', 'Simulations', 'Embedded Systems', 'Distributed Systems', 'Computer Science', 'Research', 'Programming', 'Software Engineering', 'SoC', 'Machine Learning', 'Software Development', 'Testing', 'Statistics', 'Artificial Intelligence', 'Simulation', 'Architecture', 'Architectures', 'Modeling', 'Mathematical Modeling', 'C', 'C++', 'Embedded Software', 'Matlab', 'LaTeX', 'Java', 'Verilog', 'Perl', 'Linux', 'Operating Systems', 'Simulink', 'XML', 'Teaching', 'High Performance Computing', 'Formal Verification', 'Computer Architecture', 'Compilers']"
1250,Automobile,['Agriculture']
1251,Banking,"['Banking', 'Finance', 'Management']"
1252,Automobile,['']
1253,Engineering,"['Construction', 'Civil Engineering', 'Construction Management']"
1254,Banking,"['Investment Banking', 'Trade Finance', 'Negotiation']"
1255,Automobile,"['Digital Media Services', 'Online Video Production', 'Content Strategy', 'Television', 'Automotive', 'Video Production', 'Media Production', 'Post Production', 'Film Production', 'Broadcast Television', 'Broadcast', 'Journalism', 'Production Planning', 'Program Management', 'Broadcasting', 'Digital Media', 'Social Media', 'Advertising', 'Marketing', 'Editing', 'Marketing Strategy', 'Social Media Marketing', 'Content Marketing', 'Digital Marketing', 'Creative Writing', 'Copywriting', 'Brand Management', 'Final Cut Pro', 'Photoshop', 'Content Management Systems \\(CMS\\)', 'YouTube', 'Management', 'Storytelling', 'New Media', 'Technology', 'Technology Reviews', 'TV Presenter', 'Anchoring', 'Selfie Interview', 'Website Building', 'New']"
1256,Engineering,"['Naval Architecture', 'AutoCAD', 'Shipbuilding']"
1257,Banking,"['Business Analysis', 'Requirements Analysis', 'Payments', 'Retail Banking', 'Business Process', 'Consulting', 'Business Process Improvement', 'Core Banking', 'Banking', 'Commercial Banking', 'Software Project Management', 'Internet Banking', 'Analysis', 'Requirements Gathering', 'Team Management', 'SWIFT payments']"
1258,Automobile,['']
1261,Banking,"['Finance', 'Accounting', 'Banking']"
1262,Banking,"['Team Management', 'Management', 'Banking']"
1263,Banking,"['Vendor Management', 'Business Analysis', 'Banking']"
1264,Banking,"['Finance', 'Management', 'Banking']"
1265,Banking,['']
1266,Banking,['']
1267,Banking,['']
1268,Banking,"['Microsoft Office', 'PowerPoint', 'Microsoft Word']"
1269,Banking,['']
1270,Banking,"['Accounting', 'Auditing', 'Private Equity']"
1271,Banking,"['Payments', 'KYC', 'Team Management']"
1272,Banking,['']
1273,Banking,"['Treasury Management', 'Trading Systems', 'Banking', 'Forecasting', 'Hedging', 'Treasury', 'Cash Flow', 'Hedge Funds', 'Financial Services', 'Cash Management', 'Internal Controls', 'Credit', 'Payments', 'Project Management', 'Finance', 'Big Data', 'Business Strategy', 'SWIFT', 'Management', 'Communication', 'Leadership', 'Conference Speaking', 'Digital Transformation']"
1274,Banking,['']
1275,Banking,"['Export-Import', 'Microsoft Office', 'Photoshop']"
1276,Banking,"['Banking', 'Financial Services', 'Credit']"
1277,Banking,['']
1278,Banking,"['Financial Analysis', 'Bank Reconciliation', 'General Ledger']"
1279,Banking,['']
1280,Banking,['Banking']
1281,Banking,"['Project Management', 'Customer Relationship Management \\(CRM\\)', 'Public Relations']"
1282,Banking,['']
1283,Banking,"['Data Analysis', 'Analysis', 'Strategy']"
1284,Banking,"['Funding', 'New Business Development', 'Business Planning']"
1285,Banking,['']
1286,Banking,"['Direct Sales', 'Sales', 'Management', 'Account Management', 'Business Development', 'Sales Operations', 'Solution Selling', 'Cloud Computing', 'Sales Management', 'Sales Process', 'Strategic Planning', 'Strategy', 'Managed Services', 'B2B', 'Retail', 'Business-to-Business \\(B2B\\)', 'SaaS', 'Salesforce.com', 'Software as a Service \\(SaaS\\)', 'Cold Calling', 'New Business Development']"
1287,Banking,['']
1288,Banking,"['Internal Audit', 'Banking', 'Finance']"
1289,Banking,['Highly motivated self-starter']
1290,Banking,"['Mortgage Lending', 'Loans', 'Credit', 'Business Development', 'Investments', 'Finance', 'Sales', 'Commercial Lending', 'Small Business Lending', 'Commercial Banking', 'Retail Banking', 'Banking', 'business lending', 'Customer Service', 'Relationship Management']"
1291,Banking,['']
1292,Banking,['']
1293,Engineering,['']
1294,Engineering,['']
1295,Engineering,['']
1296,Engineering,['']
1297,Engineering,"['Project Management', 'Technical Leadership', 'Marketing Communications']"
1298,Engineering,"['Piping', 'PDMS', 'Plant Design']"
1299,Engineering,"['Engineering Design', 'Design Engineering', 'Mechanical Engineering']"
1300,Engineering,"['Civil Engineering', 'Project Engineering', 'Project Planning']"
1301,Engineering,['']
1302,Engineering,"['AutoCAD', 'Automotive', 'Catia']"
1303,Engineering,"['Teaching', 'Research', 'Public Speaking']"
1304,Engineering,"['Procurement', 'Project Planning', 'Engineering']"
1305,Engineering,"['Petrochemical', 'Process Simulation', 'FEED']"
1306,Engineering,"['Marketing', 'Business Planning', 'Business Strategy']"
1307,Engineering,['']
1308,Engineering,"['Power Generation', 'Substation', 'Transformer']"
1309,Engineering,"['Publishing', 'Textbooks', 'Editorial', 'Online Publishing', 'Content Development', 'Text Editing', 'Content Management', 'Publications', 'Higher Education', 'Project Management', 'Research', 'Ebooks', 'Digital Publishing', 'Content Strategy', 'International Project Management', 'Web Content', 'Editing', 'Digital Media', 'E-Learning', 'Educational Technology', 'Management', 'Academic Publishing', 'Journals', 'Engineering Education', 'Manuscript Development', 'Metric Development', 'New Media', 'Books', 'Training and Managing Developmental Editors', 'Higher Education Publishing', 'Author Talent Recruitment', 'STM Publishing', 'Publishing Processes Flow Design and Implementation']"
1310,Engineering,"['Analytics', 'Business Intelligence', 'Predictive Analytics', 'Big Data', 'Product Management', 'Business Analytics', 'Scalability', 'Web Analytics', 'Data Visualization', 'Agile Methodologies', 'Professional Services', 'Segmentation', 'Market Analysis', 'Enterprise Software', 'SaaS', 'Predictive Modeling', 'A/B testing', 'Microstrategy', 'Customer Analysis']"
1311,Engineering,"['Engineering', 'Plant Layout', 'Cement']"
1312,Engineering,"['Academic Publishing', 'Conference Proceedings', 'Books']"
1313,Engineering,['']
1314,Engineering,['']
1315,Engineering,['']
1316,Engineering,"['Procurement', 'Consulting', 'Project Management']"
1317,Engineering,['']
1318,Engineering,"['C', 'C++', 'Data Structures', 'Programming', 'Machine Learning', 'Distributed Systems', 'Software Engineering', 'Software Development', 'Image Processing', 'Computer Science', 'Data Mining', 'Artificial Intelligence', 'Database Management', 'Algorithms', 'Cloud Computing', 'Java', 'Linux', 'Python', 'HTML', 'Operating Systems', 'Perl', 'Pattern Recognition', 'Web Engineering', 'Data Science', 'Big Data Analytics']"
1319,Engineering,"['Manufacturing Scale-up', 'Flow chemistry in continuous reactors', 'Mixing study with MixIT tool']"
1320,Engineering,"['Product Development', 'Footwear', 'Shoes']"
1321,Engineering,['']
1322,Engineering,"['Employee Relations', 'Recruitments', 'Employee Engagement']"
1323,Engineering,"['Project Management', 'Business Development', 'Change Management', 'Architectural Design', 'Concept Design', 'Surveying', 'Valuation', '3D Modeling', 'Strategic Planning', 'AutoCAD Architecture', 'Revit Architecture', 'Team Management', 'Leadership', 'Time Management', 'Arbitration', 'Sustainable Architecture', 'Building Surveying', '3D Architectural Rendering', 'Architecture Audits', 'Design Audits', 'Quality Audits', 'Safety Audits. Liasioning.', 'Design Scrutiny', 'Contracts Tendering,', 'Autocad 3d Amination.']"
1324,Engineering,"['Automation', 'Engineering', 'Pneumatics', 'Manufacturing', 'Engineering Design', 'Robotics', 'Mechanical Engineering', 'Product Development', 'Automotive', 'Product Design', 'Project Management', 'CAD', 'Business Development', 'Design for Manufacturing', 'Computer-Aided Design \\(CAD\\)', 'Program Management', 'Solidworks', 'SolidWorks', 'PLC', 'Conveyors', 'New Business Development', 'Robotics and Automation', 'Special Purpose Machine Design']"
1325,Engineering,"['AutoCAD', 'PDMS Draft', 'PDMS Design']"
1326,Engineering,['']
1327,Automobile,['']
1328,Automobile,['']
1329,Automobile,"['Strategic Planning', 'Sales', 'Sales Management', 'Marketing', 'Negotiation', 'Team Building']"
1330,Automobile,['']
1331,Automobile,['']
1332,Automobile,"['Business Strategy', 'Microsoft Excel', 'Microsoft Word']"
1333,Automobile,"['Automotive', 'Manufacturing', 'Automobile']"
1334,Automobile,['']
1335,Automobile,['']
1336,Automobile,"['Mechanical Engineering', 'Engineering', 'SolidWorks']"
1337,Automobile,['']
1338,Automobile,['']
1339,Automobile,"['Logistics Management', 'Automotive', 'Transportation']"
1340,Automobile,"['Product Development', 'CAD', 'Manufacturing']"
1341,Automobile,"['Journalism', 'Advertising', 'Content Development', 'Marketing Communications', 'Magazines', 'Content Management', 'Marketing Strategy', 'Editorial', 'Corporate Communications', 'Content Writing', 'Marketing', 'Direct Marketing', 'Media Relations', 'Market Research', 'Social Media Marketing', 'Publishing', 'Entrepreneurship', 'Public Relations', 'Copy Editing', 'Media Planning', 'Social Media', 'Research', 'Sales', 'Copywriting', 'Newspapers', 'Feature Articles', 'Creative Writing', 'Outdoor Advertising', 'B2B', 'Social Networking', 'Blogging', 'Editing', 'Space Selling', 'Digital Media', 'News Writing', 'Digital Marketing', 'SEO', 'Microsoft Office', 'Team Management', 'New Media', 'Secondary Research', 'Primary Research']"
1342,Automobile,['']
1343,Automobile,"['Automobile', 'Real Estate Development']"
1344,Automobile,['']
1345,Automobile,['']
1346,Automobile,"['Marketing', 'Graphic Design', 'Customer Service', 'Product Development', 'Microsoft Office', 'Photoshop', 'Microsoft Excel', 'Negotiation']"
1347,Automobile,"['Microsoft Office', 'Microsoft Word', 'PowerPoint', 'Marketing', 'Project Management', 'Automotive Engineering', 'Sales', 'Mechanical Engineering', 'Engineering', 'Writing', 'Blogging', 'AutoCAD', 'Public Speaking', 'Customer Service', 'Management']"
1348,Automobile,"['Sketching', 'Product Design', 'Industrial Design', 'Concept Development', 'Design Strategy', 'Rapid Prototyping', '3D Modeling', 'Automotive', 'Rendering', 'Model Making', 'Software', 'Photoshop', 'AutoCAD', 'Adobe Photoshop', 'Sketchbook Pro', 'SolidWorks', 'Solidworks', 'Design Thinking', 'Automotive Design', 'Concept Generation', 'Alias Studio Tools', 'Corel Painter', 'Automobile design']"
1349,Automobile,['']
1350,Automobile,"['Engineering', 'Team Building']"
1351,Automobile,['']
1352,Automobile,['']
1353,Automobile,"['Microsoft Excel', 'Strategic Planning', 'Outlook']"
1354,Automobile,['']
1355,Automobile,['']
1356,Automobile,['']
1357,Automobile,"['CATIA', 'Unigraphics', 'AutoCAD Mechanical']"
1358,Food & Beverages,['']
1359,Food & Beverages,"['Banquets', 'Pre-opening', 'Menu Development', 'Food & Beverage', 'Restaurant Management', 'Food', 'Hospitality Management', 'Hotel Management', 'Catering', 'Recruiting', 'Micros', 'Training', 'Hospitality', 'Hospitality Industry', 'Italian cuisine', 'Hotels', 'Restaurants', 'Multicultural']"
